category,id,group,title,status,current_image,suggested_image,suggested_exists
"Kitchen Utensils","cat_k_plate_3","Plate","China - Deqin - 4 Pcs","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate.jpg",YES
"Kitchen Utensils","cat_k_plate_4","Plate","Cran Berry - Dinner Set - 10 Pcs White","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate.jpg",YES
"Kitchen Utensils","cat_k_plate_5","Plate","Happy Family - Dinner Set - 4 Pcs","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate.jpg",YES
"Kitchen Utensils","cat_k_plate_6","Plate","SMP - Dinner Set - 3 Pcs","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate.jpg",YES
"Kitchen Utensils","cat_k_plate_7","Plate","SMP - Dinner Set - 6 Pcs","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate.jpg",YES
"Kitchen Utensils","cat_k_plate_8","Plate","Square - Dinner Set - 6 Pcs","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate.jpg",YES
"Kitchen Utensils","cat_k_plate-rack_1","Plate Rack","Concept Fashion - Multipurpose","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate-rack.jpg",YES
"Kitchen Utensils","cat_k_plate-rack_2","Plate Rack","Maximus","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate-rack.jpg",YES
"Kitchen Utensils","cat_k_plate-rack_3","Plate Rack","Multifunctional","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate-rack.jpg",YES
"Kitchen Utensils","cat_k_plate-rack_4","Plate Rack","Multifunctional - Table","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate-rack.jpg",YES
"Kitchen Utensils","cat_k_plate-rack_5","Plate Rack","Pentagon","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate-rack.jpg",YES
"Kitchen Utensils","cat_k_plate-rack_6","Plate Rack","Plate - 2 Steps","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate-rack.jpg",YES
"Kitchen Utensils","cat_k_plate-rack_7","Plate Rack","QDR-247","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate-rack.jpg",YES
"Kitchen Utensils","cat_k_plate-rack_8","Plate Rack","QDR-252+","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate-rack.jpg",YES
"Kitchen Utensils","cat_k_plate-rack_9","Plate Rack","Rashnik - RN-1602","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate-rack.jpg",YES
"Kitchen Utensils","cat_k_plate-rack_10","Plate Rack","Rashnik - RN-1603","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate-rack.jpg",YES
"Kitchen Utensils","cat_k_plate-rack_11","Plate Rack","Rashnik - RN-1606","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate-rack.jpg",YES
"Kitchen Utensils","cat_k_plate-rack_12","Plate Rack","Rashnik - RN-1607","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate-rack.jpg",YES
"Kitchen Utensils","cat_k_plate-rack_13","Plate Rack","Rashnik - RN-1636","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate-rack.jpg",YES
"Kitchen Utensils","cat_k_plate-rack_14","Plate Rack","Salvin - Big","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate-rack.jpg",YES
"Kitchen Utensils","cat_k_plate-rack_15","Plate Rack","Salvin - Small","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate-rack.jpg",YES
"Kitchen Utensils","cat_k_plate-rack_16","Plate Rack","Salvin with Cover","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate-rack.jpg",YES
"Electrical Materials and Fittings","cat_e_plug_1","Plug","13 A","MISMATCH","/images/catalog/sockets.png","/images/catalog/web/plug.jpg",YES
"Kitchen Utensils","cat_k_plunger_1","Plunger","Standard","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/plunger.jpg",YES
"Kitchen Utensils","cat_k_pot_1","Pot","Casserole S-6022 - 7 in 1","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pot.jpg",YES
"Kitchen Utensils","cat_k_pot_2","Pot","Casserole S-6024 - 3 in 1","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pot.jpg",YES
"Kitchen Utensils","cat_k_pot_3","Pot","Dzire - DZ-5127 - 6 pcs","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pot.jpg",YES
"Kitchen Utensils","cat_k_pot_4","Pot","Hoffner - 3 in 1","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pot.jpg",YES
"Kitchen Utensils","cat_k_pot_5","Pot","Hoffner - 801 (Non-Stick) - 3 in 1 with Fry Pan","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pot.jpg",YES
"Kitchen Utensils","cat_k_pot_6","Pot","Hoffner - Heavy Pot - 4 in 1","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pot.jpg",YES
"Kitchen Utensils","cat_k_pot_7","Pot","Hoffner - Non Stick - 3 in 1","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pot.jpg",YES
"Kitchen Utensils","cat_k_pot_8","Pot","Hoffner's - 3401 - 3 in 1","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pot.jpg",YES
"Kitchen Utensils","cat_k_pot_9","Pot","Kinelco - KN-5SP2 - Belli - 5 in 1","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pot.jpg",YES
"Kitchen Utensils","cat_k_pot_10","Pot","Kinelco - KN-6016 - 4 in 1","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pot.jpg",YES
"Kitchen Utensils","cat_k_pot_11","Pot","Kitchenmate - 4 Pcs - 4A","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pot.jpg",YES
"Kitchen Utensils","cat_k_pot_12","Pot","Kitchenmate - 4 Pcs - 4B","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pot.jpg",YES
"Kitchen Utensils","cat_k_pot_13","Pot","Picasso - 3C","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pot.jpg",YES
"Kitchen Utensils","cat_k_pot_14","Pot","Picasso - 4 Pcs - 4A","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pot.jpg",YES
"Kitchen Utensils","cat_k_pot_15","Pot","Rashnik - RN-4852 - 5 in 1","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pot.jpg",YES
"Kitchen Utensils","cat_k_pot_16","Pot","Soupy Pan - 1 in 1","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pot.jpg",YES
"Kitchen Utensils","cat_k_pot_17","Pot","Tornado - 7 in 1","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pot.jpg",YES
"Kitchen Utensils","cat_k_pot_18","Pot","Tower Classic - 5 in 1","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pot.jpg",YES
"Kitchen Utensils","cat_k_pot_19","Pot","Tower Gold - 5 in 1","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pot.jpg",YES
"Kitchen Utensils","cat_k_pot_20","Pot","Tower Trim - Bigi","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pot.jpg",YES
"Kitchen Utensils","cat_k_pressure-pot_1","Pressure Pot","Kinelco - KN-9295 - 9.5L","MISMATCH","/images/catalog/pot.png","/images/catalog/web/pressure-pot.jpg",YES
"Kitchen Utensils","cat_k_rack_1","Rack","Egg","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/rack.jpg",YES
"Kitchen Utensils","cat_k_rack_2","Rack","Spice - 6 Pcs","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/rack.jpg",YES
"Electrical Materials and Fittings","cat_e_radio_1","Radio","MP3 - E30","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/radio.jpg",YES
"Electrical Materials and Fittings","cat_e_radio_2","Radio","MP3 - TG-184","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/radio.jpg",YES
"Kitchen Utensils","cat_k_rice-cooker_1","Rice Cooker","Binatone - 1.8L","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/rice-cooker.jpg",YES
"Kitchen Utensils","cat_k_rice-cooker_2","Rice Cooker","Master Chef - 1.8L","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/rice-cooker.jpg",YES
"Kitchen Utensils","cat_k_rice-cooker_3","Rice Cooker","Master Chef - 3L","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/rice-cooker.jpg",YES
"Kitchen Utensils","cat_k_sandwich-maker_1","Sandwich Maker","Maximus - 2 Face","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/sandwich-maker.jpg",YES
"Kitchen Utensils","cat_k_scissors_1","Scissors","Multiprupose Kitchen Suit","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/scissors.jpg",YES
"Kitchen Utensils","cat_k_scissors_2","Scissors","Standard","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/scissors.jpg",YES
"Electrical Materials and Fittings","cat_e_screw-driver_1","Screw Driver","Flat and Star","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/screw-driver.jpg",YES
"Electrical Materials and Fittings","cat_e_screw-driver_2","Screw Driver","Tester","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/screw-driver.jpg",YES
"Kitchen Utensils","cat_k_shapner_1","Shapner","Knife","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/shapner.jpg",YES
"Kitchen Utensils","cat_k_shaving-stick_1","Shaving Stick","Single","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/shaving-stick.jpg",YES
"Kitchen Utensils","cat_k_shoe-rack_1","Shoe Rack","2 Layers","MISMATCH","/images/catalog/shoe.png","/images/catalog/web/shoe-rack.jpg",YES
"Kitchen Utensils","cat_k_shoe-rack_2","Shoe Rack","3 Layers","MISMATCH","/images/catalog/shoe.png","/images/catalog/web/shoe-rack.jpg",YES
"Kitchen Utensils","cat_k_shoe-rack_3","Shoe Rack","Plastic - 5 Layers","MISMATCH","/images/catalog/shoe.png","/images/catalog/web/shoe-rack.jpg",YES
"Kitchen Utensils","cat_k_sieve_1","Sieve","2 in 1 - Rice Sieve","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/sieve.jpg",YES
"Kitchen Utensils","cat_k_sieve_2","Sieve","Elubo","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/sieve.jpg",YES
"Kitchen Utensils","cat_k_sieve_3","Sieve","Salvin - Rice","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/sieve.jpg",YES
"Kitchen Utensils","cat_k_sieve_4","Sieve","Standard","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/sieve.jpg",YES
"Kitchen Utensils","cat_k_sieve_5","Sieve","Sunrise - 6 in 1","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/sieve.jpg",YES
"Kitchen Utensils","cat_k_soap-case_1","Soap Case","Bath Collection - 2 in 1","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/soap-case.jpg",YES
"Kitchen Utensils","cat_k_soap-case_2","Soap Case","Bath Collection - Single","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/soap-case.jpg",YES
"Kitchen Utensils","cat_k_soap-case_3","Soap Case","Meisier","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/soap-case.jpg",YES
"Kitchen Utensils","cat_k_soap-case_4","Soap Case","Salvin","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/soap-case.jpg",YES
"Kitchen Utensils","cat_k_soap-case_5","Soap Case","Sun Belt","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/soap-case.jpg",YES
"Electrical Materials and Fittings","cat_e_socket_1","Socket","Max Power - 4000W - OPK","MISMATCH","/images/catalog/sockets.png","/images/catalog/web/socket.jpg",YES
"Electrical Materials and Fittings","cat_e_socket_2","Socket","Standard","MISMATCH","/images/catalog/sockets.png","/images/catalog/web/socket.jpg",YES
"Electrical Materials and Fittings","cat_e_speaker_1","Speaker","Bluetooth","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/speaker.jpg",YES
"Kitchen Utensils","cat_k_sponge_1","Sponge","Bathing","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/sponge.jpg",YES
"Kitchen Utensils","cat_k_sponge_2","Sponge","Clothe for Plate","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/sponge.jpg",YES
"Kitchen Utensils","cat_k_sponge_3","Sponge","Iron for Plate and Pot","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/sponge.jpg",YES
"Babies Wears","cat_b_spoon_1","Spoon","Children - 12 Pcs","NO-IMAGE","/images/catalog/babies-placeholder.svg","/images/catalog/web/spoon.jpg",YES
"Babies Wears","cat_b_spoon_2","Spoon","Children - Swuzzy","NO-IMAGE","/images/catalog/babies-placeholder.svg","/images/catalog/web/spoon.jpg",YES
"Kitchen Utensils","cat_k_spoon_3","Spoon","Gold (Spoon and Folk)","MISMATCH","/images/catalog/spoon.png","/images/catalog/web/spoon.jpg",YES
"Kitchen Utensils","cat_k_spoon_4","Spoon","Heavy","MISMATCH","/images/catalog/spoon.png","/images/catalog/web/spoon.jpg",YES
"Kitchen Utensils","cat_k_spoon_5","Spoon","Ordinary","MISMATCH","/images/catalog/spoon.png","/images/catalog/web/spoon.jpg",YES
"Kitchen Utensils","cat_k_spoon_6","Spoon","Silver - Pieces","MISMATCH","/images/catalog/spoon.png","/images/catalog/web/spoon.jpg",YES
"Kitchen Utensils","cat_k_spoon_7","Spoon","Takeaway","MISMATCH","/images/catalog/spoon.png","/images/catalog/web/spoon.jpg",YES
"Kitchen Utensils","cat_k_spoon-holder_1","Spoon Holder","China","MISMATCH","/images/catalog/spoon.png","/images/catalog/web/spoon-holder.jpg",YES
"Kitchen Utensils","cat_k_stock-pot_1","Stock Pot","IPHIE - 4 in 1","MISMATCH","/images/catalog/pot.png","/images/catalog/web/stock-pot.jpg",YES
"Electrical Materials and Fittings","cat_e_switch_1","Switch","1 Gang","MISMATCH","/images/catalog/sockets.png","/images/catalog/web/switch.jpg",YES
"Electrical Materials and Fittings","cat_e_switch_2","Switch","2 Gang","MISMATCH","/images/catalog/sockets.png","/images/catalog/web/switch.jpg",YES
"Electrical Materials and Fittings","cat_e_switch_3","Switch","3 Gang","MISMATCH","/images/catalog/sockets.png","/images/catalog/web/switch.jpg",YES
"Kitchen Utensils","cat_k_takeaway-plate_1","Takeaway Plate","Standard","MISMATCH","/images/catalog/plate.png","/images/catalog/web/takeaway-plate.jpg",YES
"Kitchen Utensils","cat_k_tissue_1","Tissue","Standard","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/tissue.jpg",YES
"Kitchen Utensils","cat_k_tommy-trimmer_1","Tommy Trimmer","Standard","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/tommy-trimmer.jpg",YES
"Electrical Materials and Fittings","cat_e_torchlight_1","Torchlight","AF-KM808S","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/torchlight.jpg",YES
"Electrical Materials and Fittings","cat_e_torchlight_2","Torchlight","CN-L9216C","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/torchlight.jpg",YES
"Electrical Materials and Fittings","cat_e_torchlight_3","Torchlight","CTL-CH413A","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/torchlight.jpg",YES
"Electrical Materials and Fittings","cat_e_torchlight_4","Torchlight","DP-9005B","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/torchlight.jpg",YES
"Electrical Materials and Fittings","cat_e_torchlight_5","Torchlight","DP-9013B","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/torchlight.jpg",YES
"Electrical Materials and Fittings","cat_e_torchlight_6","Torchlight","DP-9110C","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/torchlight.jpg",YES
"Electrical Materials and Fittings","cat_e_torchlight_7","Torchlight","DP-9162","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/torchlight.jpg",YES
"Electrical Materials and Fittings","cat_e_torchlight_8","Torchlight","DP-9183","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/torchlight.jpg",YES
"Electrical Materials and Fittings","cat_e_torchlight_9","Torchlight","DP-9184","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/torchlight.jpg",YES
"Electrical Materials and Fittings","cat_e_torchlight_10","Torchlight","DP-9185","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/torchlight.jpg",YES
"Electrical Materials and Fittings","cat_e_torchlight_11","Torchlight","DX-1804","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/torchlight.jpg",YES
"Electrical Materials and Fittings","cat_e_torchlight_12","Torchlight","GR-9558A","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/torchlight.jpg",YES
"Electrical Materials and Fittings","cat_e_torchlight_13","Torchlight","KM-7759","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/torchlight.jpg",YES
"Electrical Materials and Fittings","cat_e_torchlight_14","Torchlight","KM-7773","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/torchlight.jpg",YES
"Kitchen Utensils","cat_k_towel_1","Towel","3 in 1","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/towel.jpg",YES
"Kitchen Utensils","cat_k_toy_1","Toy","Fruits and Vegetables","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/toy.jpg",YES
"Kitchen Utensils","cat_k_tray_1","Tray","3 in 1","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/tray.jpg",YES
"Kitchen Utensils","cat_k_tray_2","Tray","Formica - 2 in 1","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/tray.jpg",YES
"Kitchen Utensils","cat_k_tray_3","Tray","Leave - Small and Big","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/tray.jpg",YES
"Kitchen Utensils","cat_k_tray_4","Tray","Plastic","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/tray.jpg",YES
"Kitchen Utensils","cat_k_tray_5","Tray","T023","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/tray.jpg",YES
"Kitchen Utensils","cat_k_tray_6","Tray","White - Big Single","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/tray.jpg",YES
"Kitchen Utensils","cat_k_tray_7","Tray","White - Small","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/tray.jpg",YES
"Kitchen Utensils","cat_k_trolley_1","Trolley","Big","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/trolley.jpg",YES
"Kitchen Utensils","cat_k_trolley_2","Trolley","Small","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/trolley.jpg",YES
"Electrical Materials and Fittings","cat_e_tv-guide_1","TV Guide","Volt Guard","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/tv-guide.jpg",YES
"Kitchen Utensils","cat_k_umbrella_1","Umbrella","Big - Long","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/umbrella.jpg",YES
"Kitchen Utensils","cat_k_umbrella_2","Umbrella","Big - Short","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/umbrella.jpg",YES
"Kitchen Utensils","cat_k_umbrella_3","Umbrella","Bottled - Short","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/umbrella.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-dish_1","Unbreakable Dish","2 in 1","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-dish.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-dish_2","Unbreakable Dish","2 in 1 - Greeen","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-dish.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-dish_3","Unbreakable Dish","2 in 1 with Tray","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-dish.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-dish_4","Unbreakable Dish","2 in 1 with Tray - Brown","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-dish.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-dish_5","Unbreakable Dish","3 in 1","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-dish.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-dish_6","Unbreakable Dish","3 in 1 with Tray","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-dish.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-dish_7","Unbreakable Dish","Fish - 3 in 1","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-dish.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-plate_1","Unbreakable Plate","3 White/Brown - WY1015 - Dectagon","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-plate.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-plate_2","Unbreakable Plate","B2009 - Flat","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-plate.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-plate_3","Unbreakable Plate","Campalla - 85110 - Flat","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-plate.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-plate_4","Unbreakable Plate","Kitchen Star - 4 in 1","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-plate.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-plate_5","Unbreakable Plate","MEC-VIN - 3062 Green - Bowl","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-plate.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-plate_6","Unbreakable Plate","MEC-VIN - Green - Flat - Round","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-plate.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-plate_7","Unbreakable Plate","MEC-VIN - Green - Flat - Square","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-plate.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-plate_8","Unbreakable Plate","Pink - 3673 - Bowl","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-plate.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-plate_9","Unbreakable Plate","Pink at the Edge - 1009 - Round - Big","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-plate.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-plate_10","Unbreakable Plate","Pink at the Edge - B2008 - Round - Small","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-plate.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-plate_11","Unbreakable Plate","Shell - 33105 - Different Colours","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-plate.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-plate_12","Unbreakable Plate","White - 101 - 2 in 1","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-plate.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-plate_13","Unbreakable Plate","White - 23118 - Flat","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-plate.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-plate_14","Unbreakable Plate","White - B105","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-plate.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-plate_15","Unbreakable Plate","White - JY258 - Ova","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-plate.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-plate_16","Unbreakable Plate","White - JY269 - Round","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-plate.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-plate_17","Unbreakable Plate","White Leave - 6309 - Bowl","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-plate.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-plate_18","Unbreakable Plate","White Leave Flat - 3309","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-plate.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-plate_19","Unbreakable Plate","White with Flower - 660","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-plate.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-plate_20","Unbreakable Plate","White with Flower - 660 - Bowl","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-plate.jpg",YES
"Kitchen Utensils","cat_k_unbreakable-tray_1","Unbreakable Tray","Big","MISMATCH","/images/catalog/plate.png","/images/catalog/web/unbreakable-tray.jpg",YES
"Kitchen Utensils","cat_k_wardrope_1","Wardrope","Wonder Home - Nil","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/wardrope.jpg",YES
"Kitchen Utensils","cat_k_water-bottle_1","Water Bottle","Cool","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-bottle.jpg",YES
"Kitchen Utensils","cat_k_water-bottle_2","Water Bottle","Generation - Big with Sieve","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-bottle.jpg",YES
"Kitchen Utensils","cat_k_water-bottle_3","Water Bottle","Generation - Small with Sieve","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-bottle.jpg",YES
"Kitchen Utensils","cat_k_water-bottle_4","Water Bottle","Green","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-bottle.jpg",YES
"Kitchen Utensils","cat_k_water-bottle_5","Water Bottle","Motivational","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-bottle.jpg",YES
"Kitchen Utensils","cat_k_water-bottle_6","Water Bottle","S-8520 - 600ML","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-bottle.jpg",YES
"Kitchen Utensils","cat_k_water-bottle_7","Water Bottle","Salvin - Hot and Cold","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-bottle.jpg",YES
"Kitchen Utensils","cat_k_water-bottle_8","Water Bottle","Salvin - Small","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-bottle.jpg",YES
"Kitchen Utensils","cat_k_water-bottle_9","Water Bottle","Salvin - transparent","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-bottle.jpg",YES
"Kitchen Utensils","cat_k_water-bottle_10","Water Bottle","Salvin with Straw","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-bottle.jpg",YES
"Kitchen Utensils","cat_k_water-bottle_11","Water Bottle","Sport Bottle","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-bottle.jpg",YES
"Kitchen Utensils","cat_k_water-bottle_12","Water Bottle","The Kettle - 1.2L","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-bottle.jpg",YES
